Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,time_diff
27.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,9.750100202916688,15.0
23.0,4.8,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,22,11.561628697534704,5.0
21.0,4.3,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,42,14.120847033634265,10.0
27.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,12,2.0735903257826847,15.0
32.0,4.2,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,14.18657973764023,10.0
25.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,11.401474340561933,15.0
39.0,4.7,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,15,1.9904318090786657,15.0
27.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,8.292725587791546,5.0
31.0,4.8,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,24,5.417242141852475,10.0
31.0,4.8,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,13,6.123478986459406,5.0
36.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,42,8.164008926973906,10.0
20.0,4.9,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,9.180177108905456,10.0
24.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,25,2.9747081597267515,15.0
39.0,4.2,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,39,11.274341713619926,5.0
37.0,4.8,Sunny,High,2,Meal,scooter,0.0,No,Metropolitian,18,4.365393986867685,10.0
22.0,4.5,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,4.975259695694687,15.0
33.0,4.7,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,49,11.224271538228171,10.0
27.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,8.66919512059929,5.0
34.0,4.7,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,23,4.2018730070264745,15.0
26.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Urban,11,1.0369581190530266,10.0
31.0,4.6,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25,6.170877633781479,15.0
32.0,4.9,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,18,2.1084014298350997,5.0
24.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Urban,17,4.447796794806982,15.0
33.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,1.0608854425307375,10.0
20.0,4.6,Fog,Jam,0,Buffet,motorcycle,0.0,Yes,Metropolitian,44,9.751860714002829,15.0
31.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,6.54836852964444,15.0
36.0,5.0,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,35,7.199111615594178,10.0
31.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,50,11.915976392993436,10.0
39.0,4.1,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,6.364925209766386,5.0
37.0,4.9,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,3.2741012563857455,10.0
33.0,4.7,Cloudy,High,0,Snack,motorcycle,0.0,No,Urban,26,4.447796794806982,10.0
31.0,3.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,35,7.355109361923801,10.0
37.0,4.6,Windy,High,0,Drinks,motorcycle,1.0,No,Urban,41,4.447796794806982,5.0
23.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,2.2238984990192607,10.0
36.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,1.1119492622115983,15.0
39.0,4.8,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,4.345187601356233,15.0
20.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,8.73022325988558,10.0
20.0,5.0,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,36,14.119106203379046,15.0
29.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,6.160775748846981,5.0
36.0,4.8,Fog,Medium,2,Drinks,motorcycle,1.0,No,Urban,31,12.004398067177839,5.0
36.0,4.0,Sunny,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,44,9.25541074416121,5.0
22.0,4.8,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,15,8.164031987156086,15.0
38.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,7.375857577578848,5.0
39.0,4.9,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30,5.183082305088229,15.0
24.0,4.9,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,22,5.1271753317259305,10.0
35.0,4.8,Fog,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,48,9.544581426324648,10.0
39.0,4.7,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,21,7.663723130705059,5.0
31.0,4.3,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,44,8.22745347076197,10.0
37.0,4.5,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,26,1.0835329840973202,15.0
37.0,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,26,3.2589835813652486,5.0
33.0,5.0,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,31,1.050205018841832,5.0
24.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Urban,19,6.671694684131345,15.0
33.0,4.5,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,18,7.929534825877641,5.0
37.0,4.6,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,32,9.184177865901734,10.0
25.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,17,5.302890997588826,5.0
38.0,4.7,Windy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,31,4.345017737273397,10.0
31.0,4.6,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,6.517594124288391,10.0
25.0,4.8,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,22,6.304951092074403,15.0
35.0,4.9,Fog,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,43,7.602858999257241,5.0
39.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,42,7.144204634671117,10.0
38.0,3.9,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,42,8.202434354103657,10.0
35.0,4.7,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,3.2498086651421874,10.0
29.0,4.7,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,1.985430751739658,15.0
27.0,4.6,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,3.110830098541082,5.0
38.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,Semi-Urban,54,9.77583093179656,10.0
26.0,4.1,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,36,8.953943352488714,5.0
36.0,4.9,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,17,6.518184594821492,10.0
20.0,4.5,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,26,4.344984882857658,5.0
23.0,4.6,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,46,9.484335387619815,15.0
37.0,5.0,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29,6.159405749776231,10.0
26.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,23,6.501225643518105,5.0
26.0,4.9,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,28,11.277299689057243,15.0
29.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,6.324463080322206,5.0
29.0,4.7,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,2.0405799381114043,15.0
21.0,4.9,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,26,2.8621388655816777,10.0
22.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,2.1726766628589793,15.0
31.0,4.0,Fog,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,39,7.929272698366963,15.0
36.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,43,7.585118557460886,15.0
32.0,4.7,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,25,1.0861886750143575,10.0
25.0,5.0,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,27,6.4976370223613955,5.0
27.0,4.5,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,4.24311464956358,15.0
32.0,4.1,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,7.583739161025924,15.0
39.0,4.4,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,14.082269015215992,5.0
20.0,4.8,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,6.671694684131345,5.0
29.0,4.6,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,3.0117723656625093,15.0
31.0,4.9,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,28,4.283833485068216,15.0
24.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,14.455331161691964,5.0
36.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,12.899040926813548,5.0
26.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,43,13.872529229147638,5.0
33.0,4.7,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Urban,15,5.417304238533745,15.0
34.0,4.0,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,39,9.45385601511031,5.0
36.0,4.6,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,8.485453975722486,10.0
27.0,4.9,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,20,8.669474690019847,15.0
26.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,8.668532172179859,10.0
29.0,4.5,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,15,13.324195848490223,10.0
31.0,4.5,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Urban,29,8.730661235650784,15.0
28.0,4.6,Stormy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,14,4.2418643550875785,15.0
30.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,29,8.895591963759975,10.0
29.0,4.7,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Urban,11,4.015261531453168,5.0
20.0,4.8,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,14,1.0505342268406628,10.0
28.0,5.0,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,15,9.408783357643056,10.0
25.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,7.350094813679427,10.0
38.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,2.166582957853219,5.0
39.0,4.9,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,3.181963746783684,10.0
26.0,4.9,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,26,6.221029275708884,5.0
33.0,4.4,Windy,Jam,1,Meal,motorcycle,0.0,No,Urban,43,7.6391436095563465,15.0
24.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,25,6.17093809563922,10.0
24.0,4.9,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,4.3656279620963385,10.0
33.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,9.226258488593702,15.0
35.0,4.2,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,44,9.226054759671088,10.0
27.0,4.2,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,9.449546848094519,5.0
29.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,15,3.2504275388612527,5.0
34.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,12.853549200221469,10.0
20.0,4.7,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,25,1.990374484812339,15.0
29.0,4.8,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,18,4.11425378167517,5.0
22.0,4.9,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,21,6.171041616257438,5.0
35.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,53,6.923159717416612,15.0
32.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,42,12.042566080998121,10.0
28.0,4.9,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,20,10.490412907003906,15.0
30.0,4.7,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,29,14.186438369277287,10.0
22.0,4.7,Stormy,Jam,2,Snack,scooter,0.0,No,Urban,15,11.915976392993436,10.0
36.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,5.4570106055168415,15.0
23.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,13.47543592090432,5.0
29.0,4.5,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,15,13.588650578819898,10.0
34.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,50,11.915024107875778,15.0
38.0,4.1,Stormy,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,41,1.0837188205436241,5.0
35.0,5.0,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,7.78364341285968,10.0
38.0,4.7,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,6.671694684131345,15.0
32.0,4.3,Cloudy,Medium,1,Meal,scooter,2.0,No,Metropolitian,35,6.71602996358126,15.0
20.0,4.5,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,27,7.583739161025924,10.0
25.0,4.9,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,8.664143503858103,5.0
32.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,6.594053519285426,15.0
39.0,4.1,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,39,14.455331161691964,5.0
31.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,47,11.311546305564546,5.0
37.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,26,5.18365583937782,5.0
36.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,31,8.582582408581557,15.0
37.0,3.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,42,13.880458713273077,10.0
35.0,4.9,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,18,2.9744442252078174,5.0
22.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,22,8.920732259868425,15.0
28.0,4.8,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,2.121688708757883,15.0
39.0,4.0,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,48,14.119106203379046,10.0
29.0,4.5,Windy,Low,1,Snack,scooter,0.0,No,Urban,13,8.66706317830596,15.0
39.0,4.6,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,32,2.16658289656628,10.0
25.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Urban,16,14.1187268111024,5.0
34.0,5.0,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Urban,19,3.27411278516211,5.0
22.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,2.1673943004926652,5.0
27.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,6.96420715176927,10.0
28.0,4.5,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,7.357875460489641,10.0
32.0,5.0,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,3.2744573409615887,15.0
35.0,3.9,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,38,8.402491109099495,15.0
35.0,4.7,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,3.3358476850190417,10.0
30.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,24,1.0286897990607957,15.0
39.0,4.8,Fog,High,2,Drinks,scooter,1.0,No,Urban,26,2.172575384502726,5.0
20.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,16,8.431773426052674,5.0
20.0,4.7,Fog,Medium,2,Buffet,motorcycle,0.0,No,Urban,17,3.3358476850190417,10.0
34.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,24,6.517691921494422,5.0
37.0,4.3,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,34,1.983976251411903,10.0
20.0,4.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,16,1.051314861087188,15.0
33.0,4.9,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,26,5.183991649929071,10.0
21.0,5.0,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,13.326512837911311,5.0
33.0,4.6,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,49,7.199037649255567,15.0
24.0,4.6,Windy,Medium,2,Snack,electric_scooter,0.0,No,Urban,24,8.66688716134063,10.0
32.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,9.54547589004523,-1485.0
28.0,4.6,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,13.786811170881835,5.0
21.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,12.899040926813548,10.0
39.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,2.091242339729618,5.0
20.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,25,6.30359337350817,5.0
36.0,5.0,Fog,Low,2,Meal,scooter,1.0,No,Urban,15,0.9920319656029489,5.0
32.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,5.271051250877931,5.0
30.0,4.7,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,11.40167105204997,5.0
23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,9.225241755576935,5.0
31.0,4.2,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,32,6.150786052666942,10.0
20.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,5.184366363332051,5.0
